feedback_id,feedback_text,aspects,sentiments,num_aspects
fb_05958,international calling via the included pack is adequate for occasional use. Device compatibility hasnt been a problem. Using standard Redmi. The OTT bundle includes Hotstar. Content library is fair.,International Calling|Device Compatibility|OTT Bundle Services,Neutral|Neutral|Neutral,3
fb_05959,International calling rates are neither cheap nor expensive. Industry standard.,International Calling,Neutral,1
fb_05960,Streaming quality through bundled OTT is average. Watchable. Using 5G phone but 5G coverage isn't widespread yet. Mostly on 4G still. Network works fine on my Pixel. Standard compatibility.,OTT Bundle Services|5G Experience|Device Compatibility,Neutral|Neutral|Neutral,3
fb_05961,"network features work on both old and new phone I tested. Compatible. On the other hand, ISD calling works. Rates are what everyone else charges roughly.",Device Compatibility|International Calling,Neutral|Neutral,2
fb_05962,Used international minutes from my plan. Connection was okay. Standard.,International Calling,Neutral,1
fb_05963,VoLTE and 4G work on my device without issues. Expected functionality.,Device Compatibility,Neutral,1
fb_05964,International calling rates are neither cheap nor expensive. Industry standard.,International Calling,Neutral,1
fb_05965,WiFi calling and VoLTE both work on my device. Standard compatibility. Using 5G phone but 5G coverage isn't widespread yet. Mostly on 4G still. OTT inclusion doesnt influence my plan choice much but its there.,Device Compatibility|5G Experience|OTT Bundle Services,Neutral|Neutral|Neutral,3
fb_05966,Got 5G coverage at a few spots. Speed improvement over 4G is noticeable but not dramatic.,5G Experience,Neutral,1
fb_05967,International calls via WiFi calling work better. Regular ISD is okay too. Got free access to a couple of streaming apps with my plan. Its okay. Using 5G phone but 5G coverage isn't widespread yet. Mostly on 4G still.,International Calling|OTT Bundle Services|5G Experience,Neutral|Neutral|Neutral,3
fb_05968,OTT inclusion doesnt influence my plan choice much but its there. Network features work on both old and new phone I tested. Compatible.,OTT Bundle Services|Device Compatibility,Neutral|Neutral,2
fb_05969,my Samsung Galaxy works with all network features. No compatibility issues. ISD calling works. Rates are what everyone else charges roughly.,Device Compatibility|International Calling,Neutral|Neutral,2
fb_05970,ISD pack covers my monthly calling needs to family abroad. Sufficient. The 5G rollout seems ongoing. Coverage map shows limited areas for now. All network features including VoLTE work on my current device.,International Calling|5G Experience|Device Compatibility,Neutral|Neutral|Neutral,3
fb_05971,Device compatibility hasnt been a problem. Using standard Redmi.,Device Compatibility,Neutral,1
fb_05972,"5G availability is patchy still. When connected its faster but 4G is also fine. Additionally, OTT inclusion doesnt influence my plan choice much but its there.",5G Experience|OTT Bundle Services,Neutral|Neutral,2
fb_05973,OTT access is there as advertised. Use it sometimes for shows. The international calling feature is there and functional when needed.,OTT Bundle Services|International Calling,Neutral|Neutral,2
fb_05974,International call quality is slightly lower than domestic. Expected.,International Calling,Neutral,1
fb_05975,OTT access is there as advertised. Use it sometimes for shows.,OTT Bundle Services,Neutral,1
fb_05976,"No device-specific issues noticed. Regular smartphone works fine. Additionally, 5G experience is early stage. Good in some spots average in others.",Device Compatibility|5G Experience,Neutral|Neutral,2
fb_05977,"WiFi calling and VoLTE both work on my device. Standard compatibility. Also, OTT benefits come with the plan. I use them occasionally. Average content.",Device Compatibility|OTT Bundle Services,Neutral|Neutral,2
fb_05978,5G speeds are higher than 4G where available. Coverage needs to expand more.,5G Experience,Neutral,1
fb_05979,Streaming quality through bundled OTT is passable. Watchable.,OTT Bundle Services,Neutral,1
fb_05980,Free OTT subscription is a nice addition but content is limited.,OTT Bundle Services,Neutral,1
fb_05981,"Using 5G phone but 5G coverage isn't widespread yet. Mostly on 4G still. Also, International call quality is slightly lower than domestic. Expected.",5G Experience|International Calling,Neutral|Neutral,2
fb_05982,5G coverage is limited. Where it works its okay. Still early days.,5G Experience,Neutral,1
fb_05983,Device compatibility seems fine. All features work as they should. International calling rates are acceptable. Standard for the region.,Device Compatibility|International Calling,Neutral|Neutral,2
fb_05984,"ISD pack covers my monthly calling needs to family abroad. Sufficient. On the other hand, Network bands are compatible with my phone model. Everything works.",International Calling|Device Compatibility,Neutral|Neutral,2
fb_05985,"5G availability is patchy still. When connected its faster but 4G is also fine. On the other hand, Network features work on both old and new phone I tested. Compatible.",5G Experience|Device Compatibility,Neutral|Neutral,2
fb_05986,"5G coverage is limited. Where it works its okay. Still early days. Additionally, Calls to UAE connect without issues. Some delay but barely noticeable.",5G Experience|International Calling,Neutral|Neutral,2
fb_05987,OTT benefits come with the plan. I use them occasionally. Average content. 5G coverage is limited. Where it works its okay. Still early days. Network bands are compatible with my phone model. Everything works.,OTT Bundle Services|5G Experience|Device Compatibility,Neutral|Neutral|Neutral,3
fb_05988,"WiFi calling and VoLTE both work on my device. Standard compatibility. On the other hand, ISD rates are comparable to other carriers. Call quality is okay.",Device Compatibility|International Calling,Neutral|Neutral,2
fb_05989,All network features including VoLTE work on my current device.,Device Compatibility,Neutral,1
fb_05990,"5G is available in select areas of my city. Speed is okay where available. On the other hand, My Pixel works with all network features. No compatibility issues.",5G Experience|Device Compatibility,Neutral|Neutral,2
fb_05991,The streaming platforms included are okay. Not premium tier but acceptable.,OTT Bundle Services,Neutral,1
fb_05992,tried 5G in downtown area. Speed was faster than 4G but not consistent.,5G Experience,Neutral,1
fb_05993,My area just got 5G. Its an improvement but not life-changing difference.,5G Experience,Neutral,1
fb_05994,International calling rates are neither cheap nor expensive. Industry standard.,International Calling,Neutral,1
fb_05995,The bundled OTT services are what most plans include these days. Normal.,OTT Bundle Services,Neutral,1
fb_05996,International call quality is slightly lower than domestic. Expected.,International Calling,Neutral,1
fb_05997,5G works intermittently. Falls back to 4G often. Mixed experience.,5G Experience,Neutral,1
fb_05998,"The 5G rollout seems ongoing. Coverage map shows limited areas for now. Also, Got free access to a couple of streaming apps with my plan. Its okay.",5G Experience|OTT Bundle Services,Neutral|Neutral,2
fb_05999,ISD pack covers my monthly calling needs to family abroad. Sufficient. Device compatibility hasnt been a problem. Using standard Pixel. Got 5G coverage at a few spots. Speed improvement over 4G is noticeable but not dramatic.,International Calling|Device Compatibility|5G Experience,Neutral|Neutral|Neutral,3
fb_06000,"ott bundle adds some value to the plan. Not a dealbreaker either way. On the other hand, ISD calling works. Rates are what everyone else charges roughly.",OTT Bundle Services|International Calling,Neutral|Neutral,2
fb_06001,Ported number successfully. Timeline was what customer support quoted.,Number Portability,Neutral,1
fb_06002,"Postpaid vs prepaid difference is minimal in terms of actual service. Also, Ported from competitor. Process was standard. No complaints no praise.",Postpaid Plans|Number Portability,Neutral|Neutral,2
fb_06003,"The cost to benefit ratio is middling. Standard telecom offering. Additionally, Number portability process took about 56 days. Standard timeline.",Value for Money|Number Portability,Neutral|Neutral,2
fb_06004,"The cost to benefit ratio is fair. Standard telecom offering. Additionally, Number porting was a routine process. Nothing memorable about it.",Value for Money|Number Portability,Neutral|Neutral,2
fb_06005,"Ported my number. Process was decent. Worked as described. Also, The plan covers my daily needs. Not lavish but sufficient.",Number Portability|Postpaid Plans,Neutral|Neutral,2
fb_06006,current postpaid plan has standard benefits. Similar to market offerings. Price matches the service quality. Both are average. Makes sense. Data balance info is accessible. Usage is predictable on my plan.,Postpaid Plans|Value for Money|Data Balance,Neutral|Neutral|Neutral,3
fb_06007,Ported from competitor. Process was standard. No complaints no praise. Value for money is middling. You get what you pay for.,Number Portability|Value for Money,Neutral|Neutral,2
fb_06008,value for money is acceptable. Competitors charge similar for similar benefits. The plan covers my daily needs. Not lavish but sufficient.,Value for Money|Postpaid Plans,Neutral|Neutral,2
fb_06009,For a mid-tier plan the value is what you'd expect. Adequate.,Value for Money,Neutral,1
fb_06010,"Current postpaid plan has standard benefits. Similar to market offerings. On the other hand, Neither overpaying nor getting premium value. Middle of the road.",Postpaid Plans|Value for Money,Neutral|Neutral,2
fb_06011,"Plan benefits are standard for a postpaid at this price point. Additionally, Data balance is what the plan promises. No discrepancy noticed.",Postpaid Plans|Data Balance,Neutral|Neutral,2
fb_06012,"Data balance notifications come when I reach 75% usage. Helpful I guess. On the other hand, Postpaid gives slightly more data than prepaid equivalent. Fair trade.",Data Balance|Postpaid Plans,Neutral|Neutral,2
fb_06013,"Value is okay. Some days I feel its worth it, other days meh.",Value for Money,Neutral,1
fb_06014,The 2.5GB daily limit is okay for office wifi supplemented mobile use. For the price I pay the services are average. Market standard. MNP took the usual time. Had a brief period of no service during switch.,Data Balance|Value for Money|Number Portability,Neutral|Neutral|Neutral,3
